AllocationNativeID,MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,WaterSourceUUID,AllocationAmount,AllocationApplicationDate,AllocationAssociatedConsumptiveUseSiteIDs,AllocationAssociatedWithdrawalSiteIDs,AllocationBasisCV,AllocationChangeApplicationIndicator,AllocationCommunityWaterSupplySystem,AllocationCropDutyAmount,AllocationExpirationDate,AllocationLegalStatusCV,AllocationMaximum,AllocationOwner,AllocationPriorityDate,AllocationTimeframeEnd,AllocationTimeframeStart,AllocationTypeCV,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,GeneratedPowerCapacityMW,IrrigatedAcreage,IrrigationMethodCV,LegacyAllocationIDs,PopulationServed,PowerType,PrimaryUseCategory,AllocationSDWISIdentifierCV,WaterAllocationNativeURL
A-12021,NEDNR_Water Rights,NEDNR,NE_1160,NEDNR_Allocation All,NE_321,0.46,,,,,,,,,Active,,,1970-07-22,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12022,NEDNR_Water Rights,NEDNR,NE_1161,NEDNR_Allocation All,NE_270,1.31,,,,,,,,,Active,,,1970-07-23,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12023,NEDNR_Water Rights,NEDNR,NE_1162,NEDNR_Allocation All,NE_121,0.57,,,,,,,,,Active,,,1970-07-23,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12025,NEDNR_Water Rights,NEDNR,NE_1163,NEDNR_Allocation All,NE_267,1.61,,,,,,,,,Active,,,1970-07-23,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12027,NEDNR_Water Rights,NEDNR,NE_1164,NEDNR_Allocation All,NE_338,0.96,,,,,,,,,Active,,,1970-07-24,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12030,NEDNR_Water Rights,NEDNR,NE_1165,NEDNR_Allocation All,NE_182,85.2,,,,,,,,,Active,,,1970-07-24,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-12031,NEDNR_Water Rights,NEDNR,NE_1166,NEDNR_Allocation All,NE_352,72.2,,,,,,,,,Active,,,1970-07-24,09/30,04/01,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),,,,08/27/2020,,,,,,,,Irrigation,,
A-12034,NEDNR_Water Rights,NEDNR,NE_1167,NEDNR_Allocation All,NE_185,8.8,,,,,,,,,Active,,,1970-07-27,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-12036,NEDNR_Water Rights,NEDNR,NE_1168,NEDNR_Allocation All,NE_12,2.21,,,,,,,,,Active,,,1970-07-27,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12039,NEDNR_Water Rights,NEDNR,NE_1169,NEDNR_Allocation All,NE_105,1.1,,,,,,,,,Active,,,1970-07-30,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12041,NEDNR_Water Rights,NEDNR,NE_1170,NEDNR_Allocation All,NE_270,0.99,,,,,,,,,Active,,,1970-08-03,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12042,NEDNR_Water Rights,NEDNR,NE_1171,NEDNR_Allocation All,NE_353,16.3,,,,,,,,,Active,,,1970-08-03,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-12043,NEDNR_Water Rights,NEDNR,NE_1172,NEDNR_Allocation All,NE_222,0.57,,,,,,,,,Active,,,1970-08-03,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12044,NEDNR_Water Rights,NEDNR,NE_1173,NEDNR_Allocation All,NE_354,0.89,,,,,,,,,Active,,,1970-08-03,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12045,NEDNR_Water Rights,NEDNR,NE_1174,NEDNR_Allocation All,NE_116,0.69,,,,,,,,,Active,,,1970-08-03,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12046,NEDNR_Water Rights,NEDNR,NE_1175,NEDNR_Allocation All,NE_31,20.8,,,,,,,,,Active,,,1970-08-03,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-12047,NEDNR_Water Rights,NEDNR,NE_1176,NEDNR_Allocation All,NE_31,90.0,,,,,,,,,Active,,,1970-08-03,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-12048,NEDNR_Water Rights,NEDNR,NE_1177,NEDNR_Allocation All,NE_31,44.6,,,,,,,,,Active,,,1970-08-03,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-12050,NEDNR_Water Rights,NEDNR,NE_1178,NEDNR_Allocation All,NE_54,0.86,,,,,,,,,Active,,,1970-08-04,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12051,NEDNR_Water Rights,NEDNR,NE_1179,NEDNR_Allocation All,NE_9,0.23,,,,,,,,,Active,,,1970-08-04,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12054,NEDNR_Water Rights,NEDNR,NE_1180,NEDNR_Allocation All,NE_340,252.8,,,,,,,,,Active,,,1970-08-06,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-12059,NEDNR_Water Rights,NEDNR,NE_1181,NEDNR_Allocation All,NE_321,1.06,,,,,,,,,Active,,,1970-08-17,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12060,NEDNR_Water Rights,NEDNR,NE_1182,NEDNR_Allocation All,NE_134,0.89,,,,,,,,,Active,,,1970-08-17,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12062,NEDNR_Water Rights,NEDNR,NE_1183,NEDNR_Allocation All,NE_195,17.8,,,,,,,,,Active,,,1970-08-20,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-12064,NEDNR_Water Rights,NEDNR,NE_1184,NEDNR_Allocation All,NE_355,1.39,,,,,,,,,Active,,,1970-08-21,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12066,NEDNR_Water Rights,NEDNR,NE_1185,NEDNR_Allocation All,NE_9,11.0,,,,,,,,,Active,,,1970-08-26,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-12067,NEDNR_Water Rights,NEDNR,NE_1186,NEDNR_Allocation All,NE_71,11.6,,,,,,,,,Active,,,1970-08-31,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12068,NEDNR_Water Rights,NEDNR,NE_1187,NEDNR_Allocation All,NE_70,9.67,,,,,,,,,Active,,,1970-08-31,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12069,NEDNR_Water Rights,NEDNR,NE_1188,NEDNR_Allocation All,NE_66,0.64,,,,,,,,,Active,,,1970-09-02,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-1207,NEDNR_Water Rights,NEDNR,NE_1189,NEDNR_Allocation All,NE_279,0.02,,,,,,,,,Active,,,1912-07-05,09/30,04/01,,Domestic,,,,08/27/2020,,,,,,,,Irrigation,,
A-12070,NEDNR_Water Rights,NEDNR,NE_1190,NEDNR_Allocation All,NE_88,0.57,,,,,,,,,Active,,,1970-09-02,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12071,NEDNR_Water Rights,NEDNR,NE_1191,NEDNR_Allocation All,NE_87,0.66,,,,,,,,,Active,,,1970-09-03,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12072,NEDNR_Water Rights,NEDNR,NE_1192,NEDNR_Allocation All,NE_237,0.61,,,,,,,,,Active,,,1970-09-04,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12075,NEDNR_Water Rights,NEDNR,NE_1193,NEDNR_Allocation All,NE_278,49.4,,,,,,,,,Active,,,1970-09-16,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-12077,NEDNR_Water Rights,NEDNR,NE_1194,NEDNR_Allocation All,NE_356,2.43,,,,,,,,,Active,,,1970-09-17,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12078,NEDNR_Water Rights,NEDNR,NE_1195,NEDNR_Allocation All,NE_24,0.22,,,,,,,,,Active,,,1970-09-17,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12079,NEDNR_Water Rights,NEDNR,NE_1196,NEDNR_Allocation All,NE_357,0.71,,,,,,,,,Active,,,1970-09-18,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12080,NEDNR_Water Rights,NEDNR,NE_1197,NEDNR_Allocation All,NE_308,1.24,,,,,,,,,Active,,,1970-09-18,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12081,NEDNR_Water Rights,NEDNR,NE_1198,NEDNR_Allocation All,NE_17,0.19,,,,,,,,,Active,,,1970-09-18,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12082,NEDNR_Water Rights,NEDNR,NE_1199,NEDNR_Allocation All,NE_210,82.0,,,,,,,,,Active,,,1970-09-21,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-12083,NEDNR_Water Rights,NEDNR,NE_1200,NEDNR_Allocation All,NE_144,15.3,,,,,,,,,Active,,,1970-09-21,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-12084,NEDNR_Water Rights,NEDNR,NE_1201,NEDNR_Allocation All,NE_358,0.6,,,,,,,,,Active,,,1970-09-21,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12085,NEDNR_Water Rights,NEDNR,NE_1202,NEDNR_Allocation All,NE_359,273.86,,,,,,,,,Active,,,1970-09-21,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-12087,NEDNR_Water Rights,NEDNR,NE_1203,NEDNR_Allocation All,NE_9,1.18,,,,,,,,,Active,,,1970-09-23,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12088,NEDNR_Water Rights,NEDNR,NE_1204,NEDNR_Allocation All,NE_105,14.3,,,,,,,,,Active,,,1970-09-24,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-12093,NEDNR_Water Rights,NEDNR,NE_1205,NEDNR_Allocation All,NE_105,2.21,,,,,,,,,Active,,,1970-10-05,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12097,NEDNR_Water Rights,NEDNR,NE_1206,NEDNR_Allocation All,NE_360,0.57,,,,,,,,,Active,,,1970-10-07,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12098,NEDNR_Water Rights,NEDNR,NE_1207,NEDNR_Allocation All,NE_361,2.28,,,,,,,,,Active,,,1970-10-09,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12104,NEDNR_Water Rights,NEDNR,NE_1208,NEDNR_Allocation All,NE_116,0.84,,,,,,,,,Active,,,1970-10-29,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12108,NEDNR_Water Rights,NEDNR,NE_1209,NEDNR_Allocation All,NE_321,0.1,,,,,,,,,Active,,,1970-11-06,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12109,NEDNR_Water Rights,NEDNR,NE_1210,NEDNR_Allocation All,NE_302,4.24,,,,,,,,,Active,,,1970-11-09,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12110,NEDNR_Water Rights,NEDNR,NE_1211,NEDNR_Allocation All,NE_35,0.57,,,,,,,,,Active,,,1970-11-09,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12111,NEDNR_Water Rights,NEDNR,NE_1212,NEDNR_Allocation All,NE_35,0.57,,,,,,,,,Active,,,1970-11-09,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12112,NEDNR_Water Rights,NEDNR,NE_1213,NEDNR_Allocation All,NE_121,2.39,,,,,,,,,Active,,,1970-11-12,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12113,NEDNR_Water Rights,NEDNR,NE_1214,NEDNR_Allocation All,NE_289,2.86,,,,,,,,,Active,,,1970-11-13,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12115,NEDNR_Water Rights,NEDNR,NE_1215,NEDNR_Allocation All,NE_211,99.4,,,,,,,,,Active,,,1970-11-17,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-12116,NEDNR_Water Rights,NEDNR,NE_1216,NEDNR_Allocation All,NE_216,1.75,,,,,,,,,Active,,,1970-11-19,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12117,NEDNR_Water Rights,NEDNR,NE_1217,NEDNR_Allocation All,NE_23,2.07,,,,,,,,,Active,,,1970-11-20,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12119,NEDNR_Water Rights,NEDNR,NE_1218,NEDNR_Allocation All,NE_259,0.88,,,,,,,,,Active,,,1970-11-23,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12121,NEDNR_Water Rights,NEDNR,NE_1219,NEDNR_Allocation All,NE_157,2.06,,,,,,,,,Active,,,1970-11-27,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12124,NEDNR_Water Rights,NEDNR,NE_1220,NEDNR_Allocation All,NE_182,153.0,,,,,,,,,Active,,,1970-12-03,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-12125,NEDNR_Water Rights,NEDNR,NE_1221,NEDNR_Allocation All,NE_117,0.46,,,,,,,,,Active,,,1970-12-09,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12126,NEDNR_Water Rights,NEDNR,NE_1222,NEDNR_Allocation All,NE_362,2.03,,,,,,,,,Active,,,1970-12-16,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12128,NEDNR_Water Rights,NEDNR,NE_1223,NEDNR_Allocation All,NE_54,1.13,,,,,,,,,Active,,,1970-12-18,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12130,NEDNR_Water Rights,NEDNR,NE_1224,NEDNR_Allocation All,NE_275,109.7,,,,,,,,,Active,,,1970-12-23,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-12131,NEDNR_Water Rights,NEDNR,NE_1225,NEDNR_Allocation All,NE_124,26.8,,,,,,,,,Active,,,1970-12-23,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-12132A,NEDNR_Water Rights,NEDNR,NE_1226,NEDNR_Allocation All,NE_363,0.21,,,,,,,,,Active,,,1970-12-24,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12132B,NEDNR_Water Rights,NEDNR,NE_1227,NEDNR_Allocation All,NE_363,0.92,,,,,,,,,Active,,,1970-12-24,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12133,NEDNR_Water Rights,NEDNR,NE_1228,NEDNR_Allocation All,NE_88,2.1,,,,,,,,,Active,,,1970-12-28,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12135A,NEDNR_Water Rights,NEDNR,NE_1229,NEDNR_Allocation All,NE_200,1.81,,,,,,,,,Active,,,1971-01-05,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12135B,NEDNR_Water Rights,NEDNR,NE_1230,NEDNR_Allocation All,NE_200,0.05,,,,,,,,,Active,,,1971-01-05,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12137,NEDNR_Water Rights,NEDNR,NE_1231,NEDNR_Allocation All,NE_364,2.21,,,,,,,,,Active,,,1971-01-11,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12138,NEDNR_Water Rights,NEDNR,NE_1232,NEDNR_Allocation All,NE_365,10.15,,,,,,,,,Active,,,1971-01-12,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-12139,NEDNR_Water Rights,NEDNR,NE_1233,NEDNR_Allocation All,NE_237,1.37,,,,,,,,,Active,,,1971-01-15,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12140,NEDNR_Water Rights,NEDNR,NE_1234,NEDNR_Allocation All,NE_329,1.1,,,,,,,,,Active,,,1971-01-15,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12141,NEDNR_Water Rights,NEDNR,NE_1235,NEDNR_Allocation All,NE_366,0.66,,,,,,,,,Active,,,1971-01-18,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12145,NEDNR_Water Rights,NEDNR,NE_1236,NEDNR_Allocation All,NE_129,0.2,,,,,,,,,Active,,,1971-01-20,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12146,NEDNR_Water Rights,NEDNR,NE_1237,NEDNR_Allocation All,NE_93,0.43,,,,,,,,,Active,,,1971-01-26,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12150,NEDNR_Water Rights,NEDNR,NE_1238,NEDNR_Allocation All,NE_24,0.05,,,,,,,,,Active,,,1971-02-03,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12151A,NEDNR_Water Rights,NEDNR,NE_1239,NEDNR_Allocation All,NE_71,0.35,,,,,,,,,Active,,,1971-02-05,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12151B,NEDNR_Water Rights,NEDNR,NE_1240,NEDNR_Allocation All,NE_71,0.2,,,,,,,,,Active,,,1971-02-05,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12152,NEDNR_Water Rights,NEDNR,NE_1241,NEDNR_Allocation All,NE_19,2.17,,,,,,,,,Active,,,1971-02-04,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12153,NEDNR_Water Rights,NEDNR,NE_1242,NEDNR_Allocation All,NE_105,1.14,,,,,,,,,Active,,,1971-02-08,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12154,NEDNR_Water Rights,NEDNR,NE_1243,NEDNR_Allocation All,NE_321,0.64,,,,,,,,,Active,,,1971-02-10,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12156,NEDNR_Water Rights,NEDNR,NE_1244,NEDNR_Allocation All,NE_160,3.17,,,,,,,,,Active,,,1971-02-11,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12157,NEDNR_Water Rights,NEDNR,NE_1245,NEDNR_Allocation All,NE_24,1.68,,,,,,,,,Active,,,1971-02-11,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12161,NEDNR_Water Rights,NEDNR,NE_1246,NEDNR_Allocation All,NE_9,1.06,,,,,,,,,Active,,,1971-02-12,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12162,NEDNR_Water Rights,NEDNR,NE_1247,NEDNR_Allocation All,NE_9,0.26,,,,,,,,,Active,,,1971-02-12,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12164,NEDNR_Water Rights,NEDNR,NE_1248,NEDNR_Allocation All,NE_201,0.09,,,,,,,,,Active,,,1971-02-16,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12166,NEDNR_Water Rights,NEDNR,NE_1249,NEDNR_Allocation All,NE_214,64.2,,,,,,,,,Active,,,1971-02-19,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-12167,NEDNR_Water Rights,NEDNR,NE_1250,NEDNR_Allocation All,NE_214,124.8,,,,,,,,,Active,,,1971-02-19,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-12168,NEDNR_Water Rights,NEDNR,NE_1251,NEDNR_Allocation All,NE_69,0.13,,,,,,,,,Active,,,1971-02-25,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12170,NEDNR_Water Rights,NEDNR,NE_1252,NEDNR_Allocation All,NE_141,0.53,,,,,,,,,Active,,,1971-02-26,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12174,NEDNR_Water Rights,NEDNR,NE_1253,NEDNR_Allocation All,NE_76,0.54,,,,,,,,,Active,,,1971-03-01,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12177,NEDNR_Water Rights,NEDNR,NE_1254,NEDNR_Allocation All,NE_105,5.17,,,,,,,,,Active,,,1971-03-04,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12178,NEDNR_Water Rights,NEDNR,NE_1255,NEDNR_Allocation All,NE_71,0.64,,,,,,,,,Active,,,1971-03-04,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12179,NEDNR_Water Rights,NEDNR,NE_1256,NEDNR_Allocation All,NE_61,0.57,,,,,,,,,Active,,,1971-03-05,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12180,NEDNR_Water Rights,NEDNR,NE_1257,NEDNR_Allocation All,NE_129,1.09,,,,,,,,,Active,,,1971-03-09,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12181,NEDNR_Water Rights,NEDNR,NE_1258,NEDNR_Allocation All,NE_266,4.21,,,,,,,,,Active,,,1971-03-10,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12183,NEDNR_Water Rights,NEDNR,NE_1259,NEDNR_Allocation All,NE_66,1.32,,,,,,,,,Active,,,1971-03-11,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12185,NEDNR_Water Rights,NEDNR,NE_1260,NEDNR_Allocation All,NE_45,5.14,,,,,,,,,Active,,,1971-03-12,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12186A,NEDNR_Water Rights,NEDNR,NE_1261,NEDNR_Allocation All,NE_61,0.37,,,,,,,,,Active,,,1971-03-15,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12186B,NEDNR_Water Rights,NEDNR,NE_1262,NEDNR_Allocation All,NE_61,0.66,,,,,,,,,Active,,,1971-03-15,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12187,NEDNR_Water Rights,NEDNR,NE_1263,NEDNR_Allocation All,NE_278,2.13,,,,,,,,,Active,,,1971-03-18,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12189,NEDNR_Water Rights,NEDNR,NE_1264,NEDNR_Allocation All,NE_45,1.2,,,,,,,,,Active,,,1971-03-18,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12191,NEDNR_Water Rights,NEDNR,NE_1265,NEDNR_Allocation All,NE_185,3.91,,,,,,,,,Active,,,1971-03-22,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12192,NEDNR_Water Rights,NEDNR,NE_1266,NEDNR_Allocation All,NE_367,0.88,,,,,,,,,Active,,,1971-03-23,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12193,NEDNR_Water Rights,NEDNR,NE_1267,NEDNR_Allocation All,NE_98,0.64,,,,,,,,,Active,,,1971-03-25,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12195,NEDNR_Water Rights,NEDNR,NE_1268,NEDNR_Allocation All,NE_310,1.39,,,,,,,,,Active,,,1971-03-29,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12196,NEDNR_Water Rights,NEDNR,NE_1269,NEDNR_Allocation All,NE_160,0.06,,,,,,,,,Active,,,1971-03-29,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12197,NEDNR_Water Rights,NEDNR,NE_1270,NEDNR_Allocation All,NE_61,0.97,,,,,,,,,Active,,,1971-03-30,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12198,NEDNR_Water Rights,NEDNR,NE_1271,NEDNR_Allocation All,NE_61,1.0,,,,,,,,,Active,,,1971-03-30,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12199,NEDNR_Water Rights,NEDNR,NE_1272,NEDNR_Allocation All,NE_154,0.27,,,,,,,,,Active,,,1971-03-31,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-1220,NEDNR_Water Rights,NEDNR,NE_1273,NEDNR_Allocation All,NE_368,0.86,,,,,,,,,Active,,,1912-08-21,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12200,NEDNR_Water Rights,NEDNR,NE_1274,NEDNR_Allocation All,NE_71,3.7,,,,,,,,,Active,,,1971-04-01,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12201,NEDNR_Water Rights,NEDNR,NE_1275,NEDNR_Allocation All,NE_70,1.17,,,,,,,,,Active,,,1971-04-01,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-12202,NEDNR_Water Rights,NEDNR,NE_1276,NEDNR_Allocation All,NE_21,1.07,,,,,,,,,Active,,,1971-04-01,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
